Total working hours should not be greater than max working hours {0},Tổng số giờ làm việc không nên lớn hơn so với giờ làm việc tối đa {0},
Totals,{0}{/0}{1}{/1} {2}{/2}Tổng giá trị,
Train,Xe lửa,
Trainer Email,email người huấn luyện,
Trainer Name,tên người huấn luyện,
Training,Đào tạo,
Training Date,Ngày đào tạo,
Training Event,Sự kiện đào tạo,
Training Event Employee,Đào tạo nhân viên tổ chức sự kiện,
Training Event:,Sự kiện đào tạo:,
Training Events,Sự kiện đào tạo,
Training Feedback,Đào tạo phản hồi,
Training Program,Chương trình đào tạo,
Training Result,Kết quả đào tạo,
Training Result Employee,Đào tạo Kết quả của nhân viên,
Trainings,Đào tạo,
Transaction Date,Giao dịch ngày,
Transaction Name,Tên giao dịch,
Transaction Type,Loại giao dịch,
Transactions,Giao dịch,
Transfer Date,Ngày chuyển giao,
Travel,Du lịch,
Travel Advance Required,Yêu cầu trước chuyến đi,
Travel From,Du lịch từ,
Travel Funding,Tài trợ du lịch,
Travel Itinerary,Hành trình du lịch,
Travel Request,Yêu cầu du lịch,
Travel Request Costing,Chi phí yêu cầu du lịch,
Travel To,Đi du lịch tới,
Travel Type,Loại du lịch,
Tuesday,Thứ ba,
Type,Loại,
Type of Proof,Loại bằng chứng,
Unable to find Salary Component {0},Không thể tìm thấy Thành phần lương {0},
Unmarked Attendance,không có mặt,
Unmarked Attendance for days,Tham dự không dấu trong nhiều ngày,
Unmarked Days,Ngày không đánh dấu,
Unmarked days,Ngày không được đánh dấu,
Unpaid,Chưa thanh toán,
Unpaid Expense Claim,Yêu cầu bồi thường chi phí chưa thanh toán,
Unused leaves,Quyền nghỉ phép chưa sử dụng,
Update,Cập nhật,
Update Response,Cập nhật phản hồi,
Upload Attendance,Tải lên bảo quản,
Upload HTML,Tải lên HTML,
Used Leaves,Lá đã qua sử dụng,
User,Người dùng,
Users,Người sử dụng,
Vacancies,Vị trí Tuyển dụng,
Vacancies cannot be lower than the current openings,Vị trí tuyển dụng không thể thấp hơn mức mở hiện tại,
Validate Attendance,Xác thực tham dự,
Validating Employee Attendance...,Xác nhận sự tham gia của nhân viên ...,
Value / Description,Giá trị / Mô tả,
Value missing,Thiếu giá trị,
Variable,biến số,
Variable Based On Taxable Salary,Biến dựa trên mức lương chịu thuế,
Vegetarian,Ăn chay,
Vehicle,phương tiện,
Vehicle Expenses,Chi phí phương tiện,
Vehicle Log,nhật ký phương tiện,
Vehicle Service,Dịch vụ của phương tiện,
View,Xem,
View All,Xem tất cả,
View Ledger,Xem sổ cái,
View List,Xem danh sách,
View Website,Xem trang web,
Walk In,Đi vào,
Warning,Cảnh báo,
Warning: Leave application contains following block dates,Cảnh báo: ứng dụng gỡ bỏ có chứa khoảng ngày sau,
Website Listing,Danh sách trang web,
Wednesday,Thứ tư,
Weekly,Hàng tuần,
Weightage (%),Trọng lượng(%),
Work End Date,Ngày kết thúc công việc,
Work From Date,Làm việc từ ngày,
Work From Home,Làm ở nhà,
Work Summary for {0},Bản tóm tắt công việc cho {0},
Worked On Holiday,Làm việc vào ngày lễ,
Working Days,Ngày làm việc,
Working Hours,Giờ làm việc,
Working Hours Calculation Based On,Tính toán giờ làm việc dựa trên,
Working Hours Threshold for Absent,Ngưỡng giờ làm việc vắng mặt,
Working Hours Threshold for Half Day,Ngưỡng giờ làm việc trong nửa ngày,
Working hours below which Absent is marked. (Zero to disable),Giờ làm việc dưới đây mà vắng mặt được đánh dấu. (Không có để vô hiệu hóa),
Working hours below which Half Day is marked. (Zero to disable),Giờ làm việc dưới đó nửa ngày được đánh dấu. (Không có để vô hiệu hóa),
Workshop,xưởng,
Year,Năm,
Yearly,Hàng năm,
Yellow,Màu vàng,
Yes,Đồng ý,
You are not authorized to approve leaves on Block Dates,Bạn không được uỷ quyền phê duyệt nghỉ trên Các khối kỳ hạn,
You are not present all day(s) between compensatory leave request days,Bạn không có mặt cả ngày trong khoảng thời nghỉ phép,
You can not request for your Default Shift: {0},Bạn không thể yêu cầu Shift mặc định của mình: {0},
You can only submit Leave Encashment for a valid encashment amount,Bạn chỉ có thể gửi Leave Encashment cho số tiền thanh toán hợp lệ,
created,tạo,
email,e-mail,
to,đến,
{0} already allocated for Employee {1} for period {2} to {3},{0} đã được phân phối cho nhân viên {1} cho kỳ {2} đến {3},
{0} already exists for employee {1} and period {2},{0} đã tồn tại cho nhân viên {1} và khoảng thời gian {2},
{0} applicable after {1} working days,{0} áp dụng sau {1} ngày làm việc,
{0} is mandatory,{0} là bắt buộc,
{0} is not in Optional Holiday List,{0} không có trong Danh Sách Ngày Nghỉ Tùy Chọn,
{0} is not in a valid Payroll Period,{0} không có trong Kỳ Phát Lương hợp lệ,
{0} is required,{0} được yêu cầu,
{0} must be submitted,{0} phải được gửi,
"{0}: Employee email not found, hence email not sent",{0}: không tìm thấy email của nhân viên. do đó không gửi được email,
{0}: From {0} of type {1},{0}: Từ {0} của loại {1},
{} is an invalid Attendance Status.,{} là Trạng thái tham dự không hợp lệ.,
