"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Một khi bạn đã thiết lập điều này, người dùng sẽ chỉ có khả năng truy cập các tài liệu (ví dụ: Bài viết trên blog) nơi liên kết tồn tại (ví dụ: Blogger).",
One Last Step,Một Bước cuối,
One Time Password (OTP) Registration Code from {},Mã đăng ký Mật khẩu Một Lần (OTP) từ {},
One of,Một trong,
Only 200 inserts allowed in one request,Chỉ có 200 lần chèn được cho phép trong một yêu cầu,
Only Administrator can delete Email Queue,Chỉ có quản trị có thể xóa hàng chờ email,
Only Administrator can edit,Chỉ có quản trị có thể chỉnh sửa,
Only Administrator can save a standard report. Please rename and save.,Chỉ Quản trị viên có thể lưu một báo cáo tiêu chuẩn. Xin đổi tên và lưu lại.,
Only Administrator is allowed to use Recorder,Chỉ quản trị viên mới được phép sử dụng Trình ghi,
Only Allow Edit For,Cho phép chỉ sửa Đối với,
Only Options allowed for Data field are:,Chỉ các Tùy chọn được phép cho trường Dữ liệu là:,
Only Send Records Updated in Last X Hours,Chỉ gửi bản ghi được cập nhật trong X giờ trước,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,Chỉ các trường bắt buộc là cần thiết để làm hồ sơ mới. Bạn có thể xóa các cột không bắt buộc nếu bạn muốn.,
Only one {0} can be set as primary.,Chỉ một {0} có thể được đặt làm chính.,
Only standard DocTypes are allowed to be customized from Customize Form.,Chỉ các DocTypes tiêu chuẩn mới được phép tùy chỉnh từ Biểu mẫu tùy chỉnh.,
Only users involved in the document are listed,Chỉ người dùng liên quan đến tài liệu được liệt kê,
Open,Mở,
Open Awesomebar,Mở Awesomebar,
Open Document,Mở tài liệu,
Open Documents,Tài liệu mở,
Open Help,Mở Trợ giúp,
Open Link,Mở liên kết,
Open Reference Document,Mở tài liệu tham khảo,
Open Settings,Mở cài đặt,
Open Source Applications for the Web,Ứng dụng mã nguồn mở cho Web,
Open Translation,Dịch mở,
Open URL in a New Tab,Mở URL trong một tab mới,
Open a dialog with mandatory fields to create a new record quickly,Mở hộp thoại với các trường bắt buộc để tạo bản ghi mới một cách nhanh chóng,
Open a module or tool,Mở một mô-đun hoặc công cụ,
Open list item,Mở danh sách,Description of a list view shortcut
Open your authentication app on your mobile phone.,Mở ứng dụng xác thực của bạn trên điện thoại di động.,
Open {0},Mở {0},
Opened,Khai trương,
Operation,Hoạt động,
Operator must be one of {0},Người điều hành phải là một trong {0},
Option 1,Lựa Chọn 1,
Option 2,Lựa chọn 2,
Option 3,Lựa chọn 3,
Option {0} for field {1} is not a child table,Tùy chọn {0} cho trường {1} không phải là bảng con,
Optional: Always send to these ids. Each Email Address on a new row,Tùy chọn: Luôn gửi đến các id. Mỗi địa chỉ email trên một hàng mới,
Optional: The alert will be sent if this expression is true,Tùy chọn: Các cảnh báo sẽ được gửi nếu biểu thức này là đúng sự thật,
Options,Tùy chọn,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"Các tùy chọn ""Liên kết động"" của kiểu trường phải nhắm tới một đường dẫn của trường khác với các tùy chọn như là 'Kiểu văn bản'",
Options Help,Tùy chọn Trợ giúp,
Options for select. Each option on a new line.,Các tùy chọn để chọn. Mỗi lựa chọn trên một dòng mới.,
Options for {0} must be set before setting the default value.,Các tùy chọn cho {0} phải được đặt trước khi đặt giá trị mặc định.,
Options not set for link field {0},Tùy chọn không được đặt cho trường liên kết {0},
Orange,trái cam,
Order,Yêu cầu,
Org History,Org Lịch sử,
Org History Heading,Org Lịch sử nhóm,
Orientation,Sự định hướng,
Original Value,Giá trị ban đầu,
Other,Khác,
Outgoing email account not correct,tài khoản email ngoài không chính xác,
Outlook.com,Outlook.com,
Output,Đầu ra,
Owner,Chủ sở hữu,
PDF,PDF,
PDF Page Size,PDF kích thước trang,
PDF Settings,Thiết lập định dạng file PDF,
PDF generation failed,Tạo PDF không thành công,
PDF generation failed because of broken image links,Kiến tạo PDF thất bại bởi các đường dẫn hình ảnh bị vỡ,
Page,Trang,
Page Break,Ngắt trang,
Page Builder,Trình tạo trang,
Page Building Blocks,Khối tạo trang,
Page HTML,Trang HTML,
Page Name,Tên trang,
Page Settings,Cài đặt trang,
Page Shortcuts,Phím tắt trang,
Page has expired!,Trang đã hết hạn!,
Page not found,Trang không tìm thấy,
Page {0} of {1},Trang {0} của {1},
Parameter,Tham số,
Parent,Nguồn gốc,
Parent Field (Tree),Lĩnh vực phụ huynh (Cây),
Parent Field must be a valid fieldname,Trường mẹ phải là tên trường hợp lệ,
Parent Label,Nhãn gốc,
Parent Table,Bảng tổng,
Parent is the name of the document to which the data will get added to.,Cha mẹ là tên của tài liệu mà dữ liệu sẽ được thêm vào.,
Partial Success,Một phần thành công,
Participants,Các thành phần đối tượng,
Pass,Vượt qua,
Passive,Thụ động,
Password,Mật khẩu,
Password Reset,Đặt lại mật khẩu,
Password Reset Link Generation Limit,Đặt lại mật khẩu Giới hạn tạo liên kết,
Password changed successfully.,Đã thay đổi mật khẩu thành công.,
Password for Base DN,Mật khẩu cho cơ sở DN,
Password is required or select Awaiting Password,Mật khẩu là cần thiết hoặc chọn Đang chờ mật khẩu,
Password reset instructions have been sent to your email,Hướng dẫn đặt lại mật khẩu đã được gửi đến email của bạn,
Passwords do not match!,Mật khẩu không phù hợp!,
Paste,Dán,
Patch,Vá,
Patch Log,Vá Đăng nhập,
Path,Con đường,
Path to CA Certs File,Đường dẫn đến tệp CA Certs,
Path to Server Certificate,Đường dẫn đến chứng chỉ máy chủ,
Path to private Key File,Đường dẫn đến tệp khóa riêng,
Payment Gateway,Cổng thanh toán,
Payments,Thanh toán,
Pending,Chờ,
Pending Approval,Chờ phê duyệt,
Pending Verification,Đang chờ xác minh,
Percent,Phần trăm,
Percentage,Tỷ lệ phần trăm,
Period,Thời gian,
Perm Level,Cấp độ cho phép,
Permanent,Dài hạn,
Permanently Cancel {0}?,Hủy bỏ vĩnh viễn {0}?,
Permanently Submit {0}?,Gửi vĩnh viễn {0}?,
Permanently delete {0}?,Xóa bỏ Vĩnh Viễn {0}?,
Permission Error,Lỗi quyền,
Permission Level,Cấp phép,
Permission Levels,Mức độ cho phép,
Permission Rules,Quy định cho phép,
Permissions,Quyền,
Permissions are automatically applied to Standard Reports and searches.,Quyền được tự động áp dụng cho Báo cáo chuẩn và tìm kiếm.,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","Quyền hạn được thiết lập trên vai trò và các loại tài liệu (gọi là doctypes) bằng cách thiết lập quyền như Đọc, Viết, Tạo, Xóa, Gửi, Hủy bỏ, sửa đổi, Báo cáo, nhập khẩu, xuất khẩu, in, email và thiết lập quyền người dùng",
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,"Quyền hạn ở các cấp độ cao hơn chính là các quyền hạn cho cấp độ các trường, Tất cả các trường đều có cấp độ quyền hạn được thiết lập và các quy tắc được  xác định với các quyền hạn đó để áp dụng cho trường. Điều này rất hữu dụng trong trường hợp bạn muốn ẩn hoặc tạo một trường chắc chắn chỉ  đọc cho những quy tắc rõ ràng",
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","Quyền ở mức 0 là quyền  hạn cấp độ văn bản, nghĩa là chúng chủ yếu là để để truy cập vào tài liệu.",
Permissions get applied on Users based on what Roles they are assigned.,Quyền được áp dụng trên người sử dụng dựa trên những gì vai trò được giao.,
Permitted Documents For User,Tài liệu được phép Đối với tài,
Personal,Cá nhân,
Personal Data Deletion Request,Yêu cầu xóa dữ liệu cá nhân,
Personal Data Download Request,Yêu cầu tải xuống dữ liệu cá nhân,
Phone,Chuyển tệp,
Phone No.,Số điện thoại,
Pick Columns,Chọn cột,
Pie,Bánh,
Pincode,Pincode,
Places,Nơi,
Plant,Cây,
Please Duplicate this Website Theme to customize.,Hãy nhân đôi nền website này để tùy chỉnh.,
Please Install the ldap3 library via pip to use ldap functionality.,Vui lòng Cài đặt thư viện ldap3 qua pip để sử dụng chức năng ldap.,
Please Set Chart,Vui lòng đặt biểu đồ,
Please Update SMS Settings,Xin vui lòng cập nhật cài đặt tin nhắn SMS,
Please add a subject to your email,Vui lòng thêm chủ đề vào email của bạn,
Please add a valid comment.,Vui lòng thêm một bình luận hợp lệ.,
Please ask your administrator to verify your sign-up,Hãy yêu cầu quản trị của bạn để xác minh của bạn đăng ký,
Please attach a file first.,Xin đính kèm một tập tin đầu tiên.,
Please check the filter values set for Dashboard Chart: {},Vui lòng kiểm tra các giá trị bộ lọc được đặt cho Biểu đồ bảng điều khiển: {},
"Please check the value of ""Fetch From"" set for field {0}",Vui lòng kiểm tra giá trị của &quot;Tìm nạp từ&quot; được đặt cho trường {0},
Please check your email for verification,Hãy kiểm tra email của bạn để xác minh,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,Vui lòng kiểm tra địa chỉ email đã đăng ký để được hướng dẫn về cách tiến hành. Đừng đóng cửa sổ này vì bạn sẽ phải quay lại.,
Please click on the following link to set your new password,Vui lòng click vào các link sau đây để thiết lập mật khẩu mới,
Please close this window,Hãy đóng cửa sổ này,
Please confirm your action to {0} this document.,Vui lòng xác nhận hành động của bạn với {0} tài liệu này.,
Please create Card first,Vui lòng tạo thẻ trước,
Please create chart first,Vui lòng tạo biểu đồ trước,
Please do not change the template headings.,Xin vui lòng không thay đổi các tiêu đề mẫu.,
Please duplicate this to make changes,Hãy lặp lại này để thay đổi,
Please enable pop-ups,Vui lòng kích hoạt cửa sổ pop-ups,
Please enable pop-ups in your browser,Vui lòng bật cửa sổ bật lên trong trình duyệt của bạn,
Please ensure that your profile has an email address,Hãy đảm bảo rằng hồ sơ của bạn có một địa chỉ email,
Please enter Access Token URL,Vui lòng nhập URL Truy cập Truy cập,
Please enter Authorize URL,Vui lòng nhập URL ủy quyền,
Please enter Base URL,Hãy nhập URL cơ sở,
Please enter Client ID before social login is enabled,Vui lòng nhập Client ID trước khi đăng nhập mạng xã hội được bật,
Please enter Client Secret before social login is enabled,Vui lòng nhập Client Secret trước khi đăng nhập mạng xã hội được kích hoạt,
Please enter Redirect URL,Vui lòng nhập URL chuyển hướng,
Please enter the password,Vui lòng nhập mật khẩu,
Please enter valid mobile nos,Vui lòng nhập nos điện thoại di động hợp lệ,
Please find attached {0}: {1},Vui lòng tìm đính kèm {0}: {1},
Please hide the standard navbar items instead of deleting them,Vui lòng ẩn các mục tiêu chuẩn trên thanh điều hướng thay vì xóa chúng,
Please make sure the Reference Communication Docs are not circularly linked.,Vui lòng đảm bảo Tài liệu liên lạc tham chiếu không được liên kết theo vòng tròn.,
Please refresh to get the latest document.,Xin vui lòng làm mới để có được những tài liệu mới nhất.,
Please save before attaching.,Hãy lưu trước khi đính kèm.,
Please save the Newsletter before sending,Xin vui lòng lưu bản tin trước khi gửi đi,
Please save the document before assignment,Vui lòng lưu tài liệu trước khi chuyển nhượng,
Please save the document before removing assignment,Vui lòng lưu tài liệu trước khi tháo nhượng,
Please save the report first,Hãy lưu lại báo cáo đầu tiên,
Please save to edit the template.,Vui lòng lưu để chỉnh sửa mẫu.,
Please select Company,Vui lòng chọn Công ty,
Please select DocType first,Vui lòng chọn DocType đầu tiên,
Please select Entity Type first,Vui lòng chọn Loại thực thể trước,
Please select Minimum Password Score,Vui lòng chọn Điểm mật khẩu Tối thiểu,
Please select a file or url,Vui lòng chọn một tập tin hoặc url,
Please select a valid csv file with data,Vui lòng chọn một tập tin csv hợp lệ với các dữ liệu,
Please select a valid date filter,Vui lòng chọn một bộ lọc ngày hợp lệ,
Please select applicable Doctypes,Vui lòng chọn Tài liệu áp dụng,
Please select atleast 1 column from {0} to sort/group,Vui lòng chọn ít nhất 1 cột từ {0} để sắp xếp/ nhóm,
Please select prefix first,Vui lòng chọn tiền tố đầu tiên,
Please select the Document Type.,Vui lòng chọn Loại tài liệu.,
Please select {0},Vui lòng chọn {0},
Please set Email Address,Hãy thiết lập Địa chỉ Email,
Please set a printer mapping for this print format in the Printer Settings,Vui lòng đặt ánh xạ máy in cho định dạng in này trong Cài đặt máy in,
Please set filters,Xin hãy thiết lập bộ lọc,
Please set filters value in Report Filter table.,Hãy thiết lập giá trị bộ lọc trong bảng Báo cáo Filter.,
Please set the following documents in this Dashboard as standard first.,"Trước tiên, hãy đặt các tài liệu sau trong Trang tổng quan này làm tiêu chuẩn.",
Please set the series to be used.,Vui lòng đặt hàng loạt sẽ được sử dụng.,
"Please setup SMS before setting it as an authentication method, via SMS Settings","Vui lòng thiết lập SMS trước khi cài đặt nó làm phương pháp xác thực, thông qua Cài đặt SMS",
Please setup a message first,Vui lòng thiết lập thông báo trước,
Please specify,Vui lòng chỉ,
Please specify which date field must be checked,Xin vui lòng xác định các lĩnh vực ngày phải được kiểm tra,
Please specify which value field must be checked,Hãy xác định những lĩnh vực giá trị phải được kiểm tra,
Please try again,Vui lòng thử lại,
Please verify your Email Address,Vui lòng xác nhận địa chỉ email,
Point Allocation Periodicity,Định kỳ phân bổ điểm,
Points,Điểm,
Points Given,Điểm cho,
Port,Cảng,
Portal Menu,Portal Menu,
Portal Menu Item,Portal Menu Item,
Portal Settings,Thiết lập cổng,
Portrait,Chân dung,
Position,Chức vụ,
Post,Bài,
Postal,Bưu chính,
Postal Code,Mã bưu chính,
Posts by {0},Bài viết bởi {0},
Posts filed under {0},Bài viết đệ dưới {0},
Precision,Độ chính xác,
Precision should be between 1 and 6,Chính xác nên được giữa 1 và 6,
Predictable substitutions like '@' instead of 'a' don't help very much.,"Các thay thế có thể dự đoán như @ thay vì ""a"" không giúp gì nhiều",
Prefer not to say,Không thích nói,
Preferred Billing Address,Địa chỉ thanh toán ưu tiên,
Preferred Shipping Address,Địa chỉ giao hàng ưu tiên,
Prefix,Tiền tố,
Prepared Report,Báo cáo đã chuẩn bị,
Prepared Report User,Người dùng báo cáo đã chuẩn bị,
Preparing Report,Chuẩn bị báo cáo,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,Nhấn phím Alt để kích hoạt các phím tắt bổ sung trong Menu và Sidebar,
Press Enter to save,Nhấn Enter để lưu,
Preview,Xem trước,
Preview HTML,Preview HTML,
Preview Message,Xem trước tin nhắn,
Previous,Trước,Go to previous slide
Previous Hash,Hash Trước đây,
Primary,Vũ khí chinh,
Primary Address,Địa chỉ Chính,
Primary Color,Màu chính,
Print,In,
Print Documents,In tài liệu,
Print Format,Định dạng in,
Print Format Builder,Định dạng in Builder,
Print Format Help,Định dạng in Trợ giúp,
Print Format Type,Định dạng in Loại,
Print Format {0} is disabled,Định dạng in {0} bị vô hiệu hóa,
Print Hide,In Ẩn,
Print Hide If No Value,In Hide Nếu Không Value,
Print Language,In Ngôn ngữ,
Print Sent to the printer!,In Gửi đến máy in!,
Print Server,Máy chủ in,
Print Settings,Thông số in ấn,
Print Style,Kiểu in,
Print Style Name,Tên Kiểu In,
Print Style Preview,xem trước kiểu in,
Print UOM after Quantity,In UOM sau số lượng,
Print Width,Chiều rộng in,
"Print Width of the field, if the field is a column in a table","In chiều rộng của trường, nếu trường là 1 cột trong bảng",
Print taxes with zero amount,In thuế với số tiền bằng không,
Print with letterhead,In cùng với tiêu đề trang,
Printer,Máy in,
Printer Mapping,Bản đồ máy in,
Printer Name,Tên máy in,
Printer Settings,Cài đặt máy in,
Printing,In ấn,
Printing failed,Không in được,
Priority,Ưu tiên,
Private,Riêng,
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: Thêm <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> để gửi tài liệu tham khảo,
Proceed Anyway,Vẫn tiếp tục,
Processing,Chế biến,
Processing...,Chế biến...,
Prof,Cấp cao,
Progress,"Tiến bộ, tiến trình",
Project,Dự Án,
Property,Tài sản,
Property Depends On,Tài sản phụ thuộc vào,
Property Setter,Người định cư tài sản,
Property Setter overrides a standard DocType or Field property,Người định cư tài sản ghi đè một OCTYPE tiêu chuẩn hoặc trường tài sản,
Property Type,Loại bất động sản,
Provider,Các nhà cung cấp,
Provider Name,Tên nhà cung cấp,
Public,Công bố,
Publish,Công bố,
Published,Công bố,
Published On,Được công bố trên,
Published on,Được xuất bản trên,
Pull from Google Calendar,Kéo từ Lịch Google,
Pull from Google Contacts,Kéo từ Danh bạ Google,
Pulled from Google Calendar,Kéo từ Lịch Google,
Pulled from Google Contacts,Kéo từ Danh bạ Google,
Purchase Manager,Mua quản lý,
Purchase Master Manager,Mua chủ quản lý,
Purchase User,Mua người dùng,
Purple,Màu tím,
Push to Google Calendar,Đẩy lên Lịch Google,
Push to Google Contacts,Nhấn vào Danh bạ Google,
QR Code,Mã QR,
QR Code for Login Verification,Mã QR để Xác minh đăng nhập,
QZ Tray Connection Active!,Kết nối khay QZ đang hoạt động!,
QZ Tray Failed: ,Khay QZ không thành công:,
Quarter Day,ba tháng một lần,
Quarterly,Quý,
Query,Truy vấn,
Query / Script,Truy vấn / Tập lệnh,
Query Options,Tùy chọn truy vấn,
Query Report,Báo cáo truy vấn,
Queue should be one of {0},Hàng chờ nên là một trong {0},
Queued,Xếp hàng,
Queued for backup. It may take a few minutes to an hour.,Xếp hàng đợi để sao lưu. Nó có thể mất một vài phút đến một giờ.,
Queued for backup. You will receive an email with the download link,Đã xếp hàng để sao lưu. Bạn sẽ nhận được một email với liên kết tải xuống,
Quick Entry,Bút toán nhanh,
Quick Help for Setting Permissions,Trợ giúp nhanh cho việc thiết lập quyền hạn,
RAW Information Log,Nhật ký thông tin RAW,
Random,Ngẫu nhiên,
Range,Tầm,
Rating,Đánh giá,
Raw Commands,Lệnh thô,
Raw Email,Email thô,
Raw Printing,In thô,
Re: {0},Lại: {0},
Read,Đọc,
Read Only,Chỉ đọc,
Read Only Depends On,Chỉ đọc phụ thuộc vào,
Read Time,Thơi gian đọc,
Read by Recipient,Đọc bởi người nhận,
Read by Recipient On,Đọc bởi người nhận trên,
Reason,Nguyên nhân,
Rebuild,Tái tạo,
Received,Nhận được,
Receiver By Document Field,Người nhận theo trường tài liệu,
Receiver By Role,Người nhận theo vai trò,
Receiver Parameter,thông số người nhận,
Recent Activity,Hoạt động gần đây,
Recent years are easy to guess.,Những năm gần đây rất dễ đoán.,
Recipient,Người nhận,
Recipient Unsubscribed,người nhận hủy đăng ký,
Recipients,Những Người nhận,
Recorder,Máy ghi âm,
Records for following doctypes will be filtered,Các bản ghi cho các doctypes sau sẽ được lọc,
Red,Đỏ,
Redirect URI Bound To Auth Code,Chuyển hướng URI hạn chế tới mã AUth,
Redirect URIs,Chuyển các URI,
Redirect URL,CHuyển hướng URL,
Redis cache server not running. Please contact Administrator / Tech support,Máy chủ cache Redis không chạy. Vui lòng liên hệ Quản trị viên / Hỗ trợ kỹ thuật,
Ref DocType,Loại văn bản tham khảo,
Reference,Tham chiếu,
Reference Date,Kỳ hạn tham chiếu,
Reference DocName,Tài liệu tham khảo,
Reference DocType,Tham khảo DocType,
Reference DocType and Reference Name are required,Tài liệu tham khảo và DocType Tên tài liệu tham khảo được yêu cầu,
Reference Docname,Tài liệu tham khảo,
Reference Doctype,Tài liệu tham khảo DocType,
Reference Document,Tài liệu tham khảo,
Reference Document Name,Tên tài liệu tham khảo,
Reference Document Type,Tài liệu tham chiếu Type,
Reference Name,Tên tham chiếu,
Reference Owner,Chủ đầu tư tham khảo,
Reference Report,Báo cáo tham khảo,
Reference Type,Loại tài liệu tham khảo,
Reference document has been cancelled,Tài liệu tham khảo đã bị hủy,
Reference name,Tên tài liệu tham khảo,
Reference: {0} {1},Tham khảo: {0} {1},
Referrer,Người giới thiệu,
Refresh,Làm mới,
Refresh All,Làm mới tất cả,
Refresh Google Sheet,Làm mới Google Trang tính,
Refresh Token,Thông báo làm mới,
Refreshing,Làm mới,Document count in list view
Refreshing...,Làm mới ...,
Registered but disabled,Đăng ký nhưng bị loại,
Rejected,Bị từ chối,
Relink,relink,
Relink Communication,Truyền thông relink,
Relinked,liên kết lại,
Reload,Nạp lại,
Reload File,Tải lại tập tin,
Remember Last Selected Value,Ghi giá trị được lựa chọn cuối,
Reminder,Nhắc nhở,
Remove,Xóa Bỏ,
Remove Field,Di Dòng,
Remove Filter,Bỏ điều kiện lọc,
Remove Section,Xóa đoạn,
Remove all customizations?,Loại bỏ tất cả các tùy chỉnh?,
Removed {0},Đã Loại bỏ {0},
Rename,Đổi tên,
Rename {0},Đổi tên {0},
"Renamed files and replaced code in controllers, please check!","Đổi tên tập tin và mã thay thế trong bộ điều khiển, vui lòng kiểm tra!",
Reopen,Mở cửa trở lại,
Repeat,lặp lại,
Repeat On,Lặp lại Mở,
Repeat Till,Đến lặp lại,
Repeat on Day,Lặp lại vào ngày,
Repeat on Last Day of the Month,Lặp lại vào ngày cuối cùng của tháng,
Repeat this Event,Lặp lại sự kiện này,
"Repeats like ""aaa"" are easy to guess",Lặp đi lặp lại như &quot;aaa&quot; rất dễ đoán,
"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Lặp đi lặp lại như &quot;abcabcabc&quot; chỉ hơi khó đoán hơn &quot;abc&quot;,
Repeats {0},Lặp lại {0},
Replied,Trả lời,
Reply,Đáp lại,
Reply All,Trả lời tất cả,
Report,Báo cáo,
Report Builder,Báo cáo Builder,
Report Column,Cột Báo cáo,
Report Description,Mô tả Báo cáo,
Report Document Error,Báo cáo lỗi tài liệu,
Report Filter,Bộ lọc Báo cáo,
Report Filters,Bộ lọc báo cáo,
Report Hide,Báo cáo Ẩn,
Report Information,Thông tin báo cáo,
Report Manager,Quản lý Báo cáo,
Report Name,Tên báo cáo,
Report Reference Doctype,Báo cáo Tham chiếu Doctype,
Report Type,Loại báo cáo,
Report cannot be set for Single types,Báo cáo không thể được thiết lập cho các loại đơn,
"Report has no data, please modify the filters or change the Report Name","Báo cáo không có dữ liệu, vui lòng sửa đổi các bộ lọc hoặc thay đổi Tên báo cáo",
"Report has no numeric fields, please change the Report Name","Báo cáo không có trường số, vui lòng thay đổi Tên Báo cáo",
Report updated successfully,Báo cáo cập nhật thành công,
Report was not saved (there were errors),Báo cáo không được lưu (có lỗi),
Report with more than 10 columns looks better in Landscape mode.,Báo cáo với hơn 10 cột trông tốt hơn trong chế độ Phong cảnh.,
Report {0},Báo cáo {0},
Report {0} is disabled,Báo cáo {0} bị vô hiệu hóa,
Report:,Bài báo cáo:,
Reports,Báo cáo,
Reports & Masters,Báo cáo &amp; Thạc sĩ,
Reports already in Queue,Các báo cáo đã có trong Hàng đợi,
Represents a User in the system.,Đại diện cho một thành viên trong hệ thống.,
Represents the states allowed in one document and role assigned to change the state.,Đại diện cho tiểu bang cho phép trong một tài liệu và vai trò được giao để thay đổi trạng thái.,
Request Data,Yêu cầu dữ liệu,
Request Structure,Cấu trúc yêu cầu,
Request Timed Out,Yêu cầu Timed Out,
Request URL,Yêu cầu URL,
Require Trusted Certificate,Yêu cầu chứng chỉ tin cậy,
Res: {0},Độ phân giải: {0},
Reset,Thiết lập lại,
Reset Chart,Đặt lại biểu đồ,
Reset Fields,Đặt lại trường,
Reset LDAP Password,Đặt lại mật khẩu LDAP,
Reset OTP Secret,Đặt lại OTP Secret,
Reset Password,Đặt lại Mật khẩu,
Reset Password Key,Reset Password chính,
Reset Permissions for {0}?,Thiết lập lại Quyền cho {0}?,
Reset to defaults,Đặt lại mặc định,
Reset your password,Đặt lại mật khẩu của bạn,
Response,Phản hồi,
Response Type,Loại phản hồi,
Restore,khôi phục,
Restore Original Permissions,Khôi phục các quyền cơ bản,
Restore to default settings?,Khôi phục thông số mặc định,
Restored,phục hồi,
Restoring Deleted Document,Khôi phục tài liệu đã xóa,
Restrict IP,Hạn chế IP,
Restrict To Domain,Giới hạn tên miền,
Restrict to Domain,Hạn chế miền,
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Hạn chế người dùng từ địa chỉ IP này mà thôi. Nhiều địa chỉ IP có thể được thêm bằng cách tách biệt bằng dấu phẩy. Cũng chấp nhận địa chỉ IP một phần như (111.111.111),
Restrictions,Những hạn chế,Title of message showing restrictions in list view
Result,Kết quả,
Resume Sending,Tiếp tục gửi,
Retry,Thử lại,
Return to the Verification screen and enter the code displayed by your authentication app,Quay lại màn hình Xác minh và nhập mã được hiển thị bởi ứng dụng xác thực của bạn,
Reverse Icon Color,Màu biển tượng đảo ngược,
Revert,Hoàn nguyên,
Revert Of,Hoàn nguyên,
Reverted,Hoàn nguyên,
Reverting length to {0} for '{1}' in '{2}'. Setting the length as {3} will cause truncation of data.,Hoàn nguyên độ dài thành {0} cho &#39;{1}&#39; trong &#39;{2}&#39;. Đặt độ dài là {3} sẽ khiến dữ liệu bị cắt bớt.,
Review,Ôn tập,
Review Level,Đánh giá cấp,
Review Levels,Xem lại cấp độ,
Review Points,Điểm đánh giá,
Reviews,Nhận xét,
Revoke,Thu hồi,
Revoked,bị thu hồi,
Rich Text,Rich Text,
Right,Được rồi.,
Robots.txt,robots.txt,
Role,Vai trò,
Role Name,Tên vai trò,
Role Permission for Page and Report,Quyền hạn vai trò cho trang và báo cáo,
Role Permissions,Quyền hạn vai trò,
Role Permissions Manager,Quản lý vai trò,
Role Profile,Hồ sơ Vai trò,
Role and Level,Vai trò và Cấp độ,
Roles,Vai trò,
Roles Assigned,Vai trò được chỉ định,
Roles HTML,HTML của các vai trò,
Roles Html,Vai trò Html,
Roles can be set for users from their User page.,Vai trò có thể được thiết lập cho người sử dụng từ trang người dùng của họ.,
Root {0} cannot be deleted,Gốc {0} không thể bị xóa,
Round Robin,Vòng Robin,
Route,Tuyến đường,
Route History,Lịch sử tuyến đường,
Route Redirects,Chuyển hướng tuyến,
Row,Hàng,
Row #,Hàng #,
Row #{0}:,Hàng # {0}:,
Row Index,Chỉ mục Hàng,
Row Name,Tên hàng,
Row Number,Số lượng hàng,
Row Values Changed,Giá trị hàng thay đổi,
Row {0},Hàng {0},
Row {0}: Not allowed to disable Mandatory for standard fields,Hàng {0}: Không được phép bắt buộc Bắt buộc đối với trường tiêu chuẩn,
Row {0}: Not allowed to enable Allow on Submit for standard fields,Hàng{0}: Không có quyền hạn  để cho phép đệ trình các trường tiêu chuẩn,
Rows Added,hàng thêm,
Rows Removed,hàng bị hủy,
Rule,Quy tắc,
Rule Conditions,Điều kiện quy tắc,
Rule Name,Tên quy tắc,
Rules defining transition of state in the workflow.,Quy định việc xác định quá trình chuyển đổi của nhà nước trong các công việc.,
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Qui tắc để các quốc gia là quá trình chuyển đổi, như trạng thái tiếp theo và đó vai trò được phép thay đổi trạng thái, vv",
Rules with higher priority number will be applied first.,Các quy tắc có số ưu tiên cao hơn sẽ được áp dụng trước.,
Run Jobs only Daily if Inactive For (Days),Chỉ chạy công việc hàng ngày nếu không hoạt động trong (ngày),
Run scheduled jobs only if checked,Chạy các công việc dự kiến chỉ khi kiểm tra,
S3 Backup Settings,Cài đặt sao lưu S3,
S3 Backup complete!,S3 Backup hoàn tất!,
S3 Bucket Details,Chi tiết nhóm S3,
SMS,tin nhắn,
SMS Gateway URL,URL cổng tin nhắn,
SMS Parameter,Thông số tin nhắn SMS,
SMS Settings,Thiết lập tin nhắn SMS,
SMS was not sent. Please contact Administrator.,SMS đã không được gửi. Vui lòng liên hệ với Quản trị viên.,
SMTP Settings for outgoing emails,Cài đặt SMTP cho email gửi đi,
"SQL Conditions. Example: status=""Open""","Điều kiện SQL. Ví dụ: trạng thái = ""Mở""",
SSL/TLS Mode,Chế độ SSL / TLS,
Sales Manager,Quản lý bán hàng,
Sales Master Manager,QUản lý bản hàng gốc,
